Gene,pvals,p_fdr,log2_fold_change
NP_720589.1,0.921838140937394,0.934720972099562,-0.427754387801739
NP_720590.1,0.781688684930315,0.80808872494907,-0.377469526134447
NP_720591.1,0.340243211964605,0.393004983631286,-0.259147652291788
NP_720595.1,0.734404667422141,0.766896984797428,-0.327205511150274
NP_720597.1,0.33332426859737,0.386837821198014,-0.0624954880463277
NP_720598.1,0.242999236248727,0.300907398110782,-0.0922471738978967
NP_720599.1,0.135636883942225,0.199334325313443,-0.038821215875288
NP_720600.1,0.216711414796214,0.277657071017517,-0.0312612224218107
NP_720601.1,0.146111946936003,0.210311024281874,-0.0233419174225629
NP_720602.1,0.314701618484752,0.368720377160065,-0.0239289046044276
NP_720603.1,0.162081857433026,0.226313869359443,-0.00016557773220774
NP_720604.1,0.126627165089475,0.189795421890039,0.0554967127237744
NP_720605.1,0.000857552961421106,0.00999303174401338,-0.0105915618905091
NP_720607.1,0.0151709314574835,0.0507164756402903,0.0439430270913709
NP_720610.1,0.00122878697419157,0.0124474290270762,0.0329070733356764
NP_720611.1,0.0163210766778639,0.0521582205741199,-0.0103093304166529
NP_720612.1,0.0433868095751571,0.0948302499966695,-0.0133050376150923
NP_720613.1,0.0322532523584488,0.0791780969551393,-0.0522134489517476
NP_720614.1,0.00543414554334883,0.0285401906686873,0.0499057365387163
NP_720617.1,0.062889238334396,0.120077990153101,0.00479082996872098
NP_720618.1,0.699824253550967,0.733131397169168,-0.23593979005729
NP_720619.1,0.989432270909543,0.993461448177895,-0.401091018308262
NP_720620.1,0.994171603460091,0.996715543079999,-0.389713381377808
NP_720621.1,0.737429760750068,0.76882645093634,-0.281588782546731
NP_720622.1,0.694763078394145,0.729389534069737,-0.234393640967861
NP_720623.1,0.480431889322428,0.527263905424446,-0.207759623283969
NP_720624.1,0.410026423539981,0.458471326321246,-0.165716704402161
NP_720625.1,0.165978020706429,0.228657484222148,0.0745385775299066
NP_720626.1,0.002621057461495,0.0185892617637298,0.195926096515797
NP_720627.1,3.71884932479203e-05,0.00126622824150069,0.104876695087064
NP_720628.1,0.0318906232970683,0.0787758484414952,0.144861360002307
NP_720629.1,0.0877474354854904,0.148700022591761,0.0869781516562047
NP_720630.1,0.00384372034137053,0.022919653400835,0.0131122364674277
NP_720631.1,0.0409540160016017,0.0919871195568982,0.00479024725473851
NP_720634.1,0.00333633387311396,0.0215503819076953,0.117914994792113
NP_720635.1,0.029351845387387,0.0745788133772907,0.0923861888713665
NP_720636.1,0.0584803636764318,0.115138726072492,-0.861781599079969
NP_720637.1,0.687012105940184,0.721638989563979,-0.561579680962182
NP_720638.1,0.412417189317547,0.460406806858004,-0.645740859319023
NP_720639.1,0.125682095441146,0.18876227891516,-0.00202132053359103
NP_720640.1,0.0475111358035303,0.100838911201642,0.030866569130965
NP_720641.1,0.342236755955841,0.394842052366014,-0.278263890332792
NP_720642.1,0.045279847147562,0.097798479120258,-0.107051855656602
NP_720644.1,0.548124090338151,0.590960425411359,-0.747051881628492
NP_720645.1,0.429912732584937,0.478522183598802,-0.807744354715441
NP_720646.1,0.509581393833509,0.554286480022123,-0.252171438452949
NP_720647.1,0.0871176383089797,0.14776056575523,0.0539599873586863
NP_720648.1,0.802860408973593,0.827872593135363,-0.358972577116144
NP_720649.1,0.640209657473221,0.678663808977295,-0.128495285234962
NP_720650.1,0.0197607314785565,0.0588317218335748,0.0388037097911157
NP_720651.1,0.00238759117082028,0.0173233003838405,-0.824589361377264
NP_720652.1,0.0281316435579266,0.072417726320602,-0.753404436965178
NP_720653.1,0.038855819861287,0.0887162600329386,-0.644313517948848
NP_720654.1,0.00537617951050597,0.0283116550029064,-0.879504641537645
NP_720655.1,0.918927026217052,0.933218270792745,-0.401790150855984
NP_720658.1,0.101423933799309,0.16353044140975,0.122771802215068
NP_720684.1,0.0914266355599315,0.152708285030946,-0.0727391286087397
NP_720685.1,0.0177736203365455,0.0554442109996539,0.0697654030877313
NP_720694.1,0.282375254699884,0.33937001469759,-0.168818938823743
NP_720695.1,0.218781346810073,0.279395474837635,0.0542775945238374
NP_720696.1,0.0866354120688499,0.147239214228452,0.111659347814267
NP_720697.1,0.0117822518437702,0.0445587478029844,0.100016093521958
NP_720698.1,0.078226426937063,0.138415790750353,0.137770550631036
NP_720699.1,0.219808805575354,0.280159694288951,0.0905976248810054
NP_720700.1,0.194571946848204,0.255047528913494,0.0106922831265762
NP_720707.1,0.049495134732999,0.103701571060904,0.0473805845935029
NP_720708.1,0.00336621585694475,0.0215503819076953,0.0592292549855664
NP_720709.1,0.0118857164700255,0.0448634269070904,0.00937359979739198
NP_720710.1,0.128171840930085,0.191524512877221,-0.0426666601749993
NP_720711.1,0.339973727026711,0.392925387165385,-0.00364504070774316
NP_720712.1,0.260288039584089,0.317895429891042,0.0149806135982488
NP_720713.1,0.217541467444909,0.278174761569567,0.0580841297234508
NP_720714.1,0.0015643758412864,0.0138045597886489,0.0726590621619352
NP_720715.1,0.0992595703110181,0.161368878206875,0.0621912822594848
NP_720716.1,0.189452078996848,0.250429570010004,-0.0487588340344931
NP_720718.1,0.132803337615639,0.196496781260601,0.0145199765112291
NP_720719.1,0.0145297710227795,0.0498126276203896,0.0382332595574797
NP_720720.1,0.00338624117594609,0.0216079689370631,0.0884014817427948
NP_720721.1,0.157170306837639,0.221667840961076,0.147901009931684
NP_720722.1,0.106517055522606,0.16937249331882,0.142528822364727
NP_720723.1,0.293842124732675,0.349082305852827,-0.160135080315729
NP_720725.1,0.0989810253634491,0.16129475273386,-0.112269598365207
NP_720726.1,0.0826780501228043,0.144065255717331,-0.100483907327883
NP_720727.1,0.0454860979457579,0.0981357553697574,-0.0790917148687548
NP_720728.1,0.00426507720777052,0.0245677955206859,0.0993895467308267
NP_720730.1,0.0135042284738287,0.0474100064161834,0.021289110440366
NP_720731.1,0.0417987571486621,0.0926286937265035,0.0656777224741205
NP_720732.1,0.0496763052041223,0.103858998820572,0.0152789567878373
NP_720733.1,0.00460029251685498,0.0259711038631669,0.109239047087077
NP_720734.1,0.0126605554442938,0.0459296816951324,0.152863468873301
NP_720735.1,0.0469642726805142,0.100112089424513,0.219277570862392
NP_720736.1,0.00291602290904842,0.0196982375131926,0.187021711662944
NP_720738.1,0.000646445410405281,0.00865136140270627,0.110782189208194
NP_720739.1,9.12975579292769e-08,1.62592650894048e-05,0.238345329587661
NP_720740.1,0.000107676244108104,0.00270433028471507,0.320157078307483
NP_720741.1,7.56173371838408e-05,0.00208639948652316,0.270770848916187
NP_720742.1,0.0125007554068109,0.0458595128126266,0.124966432406016
NP_720743.1,0.00629142920041266,0.0310451128554368,0.0531978107556578
NP_720744.1,0.00843613380923685,0.036889254759587,0.13849111479111
NP_720745.1,0.151508260217404,0.216517074148582,0.129425102511234
NP_720746.1,0.102344144808566,0.164640274740198,0.232945717081649
NP_720747.1,0.210578441977158,0.271040189115146,-0.0564703200665505
NP_720748.1,0.00574296283280906,0.0293719248344295,0.114975467428086
NP_720749.1,0.242143923879062,0.300037917064569,0.0679535350107491
NP_720750.1,0.0429574220109733,0.0942369425750243,-0.055526839299788
NP_720751.1,0.0532784964451211,0.108723923886488,-0.0468351224393096
NP_720752.1,0.866041472145436,0.8854776847249,-0.400004377544128
NP_720753.1,0.105911512336897,0.168546427837516,-0.0744790662853764
NP_720754.1,0.0224116245818834,0.0628102611672527,0.00302007222383231
NP_720755.1,0.120374385090291,0.183728182139959,0.0479240453149919
NP_720756.1,0.00636544951420605,0.0312869815032121,0.113919129747567
NP_720758.1,0.0789060912550435,0.138610410554483,-0.203569673100973
NP_720759.1,0.0527400999426685,0.108073070907623,-0.14145606833989
NP_720760.1,0.290174427894099,0.346194704168417,-0.195392336918749
NP_720761.1,0.162461816663362,0.226402943936853,-0.0632151012131708
NP_720762.1,0.0103119229027682,0.0413067854756895,0.0135942312675179
NP_720763.1,0.0310640436441317,0.0777196187724828,-0.0774073794491057
NP_720764.1,0.252587808855695,0.310816279867026,-0.0530663800430254
NP_720765.1,0.0109649786390809,0.042451369869485,0.0763676967336804
NP_720766.1,0.0219933241053966,0.0621953596162322,0.0291765928747305
NP_720767.1,0.0705825014874397,0.129832037947319,-0.0245000513342343
NP_720768.1,0.0756846218722324,0.136222462128128,-0.0859663018863731
NP_720769.1,0.0104183684174918,0.0413400157670935,0.0481500173472812
NP_720770.1,0.635329055441686,0.673854693887527,-0.285780341109798
NP_720771.1,0.313058589233133,0.36702209372863,-0.0392484429333399
NP_720772.1,0.0275599026600978,0.0715097341869291,-0.0654525329686491
NP_720773.1,0.00979169656880408,0.0399623616214317,0.021666481884939
NP_720774.1,0.140923548362227,0.205150956680411,-0.0144863653783148
NP_720775.1,0.00371537958530593,0.0226742324224745,0.0313734355234853
NP_720778.1,0.0162824512428649,0.0521582205741199,-0.835219885331575
NP_720779.1,0.115649714607714,0.179380673726454,-0.782476566170479
NP_720780.1,0.318741418637664,0.37256231450548,-0.751287361781439
NP_720781.1,0.962070522223127,0.969493905882256,-0.412300329585663
NP_720782.1,0.967467013632912,0.973930051236832,-0.403423626221218
NP_720783.1,0.361109085063498,0.412817933547008,-0.0992546871139131
NP_720784.1,0.00575743702726949,0.0293719248344295,-0.0723846069563273
NP_720785.1,0.00816875655323632,0.0361527681137716,-0.0643964124471977
NP_720786.1,0.184720177583396,0.246000562804809,0.0772264395773033
NP_720787.1,0.00366571641079736,0.0225821963797233,0.24323418526319
NP_720788.1,0.0318867989487457,0.0787758484414952,0.154962717065675
NP_720789.1,0.123244217540944,0.186441214533874,0.0125784164043251
NP_720790.1,2.93814912819001e-05,0.00110689118117774,0.105549051397692
NP_720791.1,0.0283116098254286,0.0727853591181295,0.151404081800865
NP_720792.1,0.00342132624874648,0.0216205745848205,0.0442405865060653
NP_720793.1,0.563536128425887,0.605245216878461,-0.190929021283323
NP_720794.1,0.0449941655919494,0.0972887090448442,-0.0926508612586908
NP_720795.1,0.0154867455610734,0.0511129815283403,-0.104915835059155
NP_720796.1,0.0539733912084451,0.109479219205166,-0.0851786159506479
NP_720797.1,0.153835753278799,0.218074257988712,-0.146623025003532
NP_720799.1,0.0102078747817933,0.0409779235605185,0.0815160537006492
NP_720800.1,0.0163206021439533,0.0521582205741199,0.00140636271429224
NP_720801.1,0.00289013267431559,0.0196032464100885,-0.0459806174849543
NP_720802.1,0.14645625459667,0.210342963896537,-0.0741501701677004
NP_720803.1,0.782739418038211,0.808748164523658,-0.38393007177484
NP_720804.1,0.224056659588142,0.284437192219605,-0.925071065517778
NP_720805.1,0.260775000864891,0.318093540905555,-0.923353412980812
NP_720806.1,0.0547373574722038,0.110176418143798,-0.866001891504777
NP_720807.1,0.189194929840973,0.25042761321518,-0.894436591800133
NP_720808.1,0.945721751224689,0.954491968392152,-0.463159434780909
NP_720809.1,0.0286301243722092,0.0732143051716301,0.00178015497858036
NP_720810.1,0.0251944207855176,0.0676107812586699,0.0199440209086035
NP_720811.1,0.0937194081772129,0.155326836395228,0.0441015756532411
NP_720812.1,0.0987038480401423,0.160999865371056,0.0109880639131491
NP_720813.1,0.118478523581528,0.181611445771685,0.00317816717123097
NP_720814.1,0.073320521253192,0.133613861520933,-0.130054972560834
NP_720815.1,0.0127550730008066,0.0461018228940594,0.0411152782916651
NP_720816.1,0.0882128864310514,0.149302258907522,0.175802123868782
NP_720817.1,0.0844248183445055,0.145776405658226,0.232060913235864
NP_720818.1,0.00466621650233699,0.0261174803659376,0.157271486420254
NP_720819.1,0.00581313122303104,0.0295790235478385,0.155881202929697
NP_720822.1,0.361400079649371,0.412817933547008,-0.255732145056078
NP_720823.1,0.192049778848258,0.253009762450395,-0.166392947537131
NP_720824.1,0.103702510189447,0.165839361192757,-0.154772973075582
NP_720825.1,0.266196727252932,0.323699186026377,-0.233104301730177
NP_720826.1,0.0571923646824268,0.11340065021546,-0.0295684846940677
NP_720827.1,0.0117813080712499,0.0445587478029844,0.00618783055142077
NP_720828.1,0.0916161478406677,0.152745560527547,-0.123572075242887
NP_720829.1,0.0634546054883626,0.120505773096596,-0.0752700158421463
NP_720830.1,0.113156100918342,0.176993831706263,-0.126236753307489
NP_720834.1,0.0673255932459532,0.125786681870589,-0.0813524511381521
NP_720835.1,0.0381778974427231,0.0879888248121113,0.00448399700454614
NP_720836.1,0.0485872042519459,0.10234659476297,0.0123624936059182
NP_720837.1,0.00199096208910882,0.0157110332690161,-0.0278195932641146
NP_720838.1,0.0526357315260605,0.108073070907623,0.0382917430203758
NP_720839.1,0.0219335608159923,0.0621821210398393,-0.0195224873641116
NP_720840.1,0.165704924062822,0.228469176455976,-0.0495718459184862
NP_720843.1,0.000741216884417307,0.00919015111755382,0.0726143616034679
NP_720846.1,0.102681340200117,0.164978946753886,0.126582917051613
NP_720847.1,0.343703030311015,0.39630031570293,-0.329042346740902
NP_720848.1,0.588537476658844,0.629336744964342,-0.372057490902489
NP_720851.1,0.0784766079644227,0.138415790750353,-0.141245782302351
NP_720855.1,0.00877045135935324,0.0374050965658964,0.0319552203655579
NP_720856.1,0.194987324849066,0.255163773800482,0.0218687935155908
NP_720857.1,0.0160173338066103,0.0517541546641635,-0.0252301467650502
NP_720858.1,0.0887674036770117,0.149909779140746,0.0654139583342422
NP_720861.1,0.00108829819509104,0.0115868269792574,0.0955841639978857
NP_720862.1,0.00341592472858484,0.0216205745848205,0.0433553255251502
NP_720863.1,0.0131064576891323,0.0465819737707108,0.0524176515701965
NP_720864.1,5.01574799742241e-05,0.00148876520105311,0.0686554098170364
NP_720865.1,1.53449023429338e-05,0.000699085202088541,0.162659532924388
NP_720866.1,0.10231170895125,0.164640274740198,0.227282999596032
NP_720867.1,7.94425203691846e-07,9.15458220019015e-05,0.191652128778731
NP_720868.1,0.000142212495040612,0.00318763101220349,0.296769760288627
NP_720869.1,0.00689372898532325,0.0329905770254633,0.100989877884644
NP_720870.1,0.0179880613595657,0.0556692135914521,0.128013651824936
NP_720871.1,0.536353771203327,0.580506650711225,-0.59696974146274
NP_720872.1,0.96328011768444,0.970213753492966,-0.416618232313832
NP_720873.1,0.802939217436033,0.827872593135363,-0.388113308422616
NP_720874.1,0.91760909959166,0.932363187811236,-0.435516047382494
NP_720875.1,0.0245664971074137,0.0668413442130882,-0.0768988194471504
NP_720877.1,0.00383225578875356,0.022919653400835,0.21384968387319
NP_720878.1,0.0269111074554494,0.0705741091100741,0.0814216192887293
NP_720879.1,0.0089048117993858,0.0378406210737457,0.0282292410670608
NP_720880.1,0.00900179929819294,0.0379237093014193,0.0316611606032769
NP_720881.1,0.0784676123188473,0.138415790750353,0.0531506560971799
NP_720884.1,0.890294882571809,0.90695779271385,-0.450750264539548
NP_720885.1,0.241437816163115,0.29973173755611,-0.240831696495047
NP_720886.1,0.125493716517918,0.18876227891516,-0.149604527332483
NP_720887.1,0.254424852752157,0.31268399406617,-0.222585411115621
NP_720888.1,0.164798618898088,0.228155826446187,-0.109519032730521
NP_720889.1,0.00838137731741765,0.0367318079749915,-0.0250966974699138
NP_720890.1,0.00875333280132401,0.0374050965658964,0.142931193215326
NP_720891.1,0.0345730776697553,0.0822250152384186,0.143436074841951
NP_720892.1,3.00586365838589e-05,0.0011110352654298,0.165785648811782
NP_720893.1,0.00735464844264094,0.0340608895960605,0.0376682310649179
NP_720894.1,0.0213019891747816,0.0613685246961722,0.0341226891385119
NP_720895.1,0.0103319677810556,0.0413067854756895,0.0662061393791427
NP_720896.1,0.0179120234880922,0.055609594315646,0.0066415880021954
NP_720897.1,0.0106722063594201,0.0417150690873251,0.0628933357930001
NP_720898.1,0.25932866698678,0.317119137719789,0.0646144637324736
NP_720899.1,0.101033227232942,0.16316907844133,0.0166657132216301
NP_720900.1,0.0940085099052597,0.155411536628189,0.0244524712489957
NP_720901.1,0.00166891714624851,0.0145307052866704,0.0508891709304587
NP_720902.1,0.00848787807172787,0.0369323788004834,-0.0539171900144101
NP_720903.1,0.00427647691299331,0.0245677955206859,-0.0979095173383367
NP_720904.1,0.0314630910114739,0.0783179101543551,0.0287333901768113
NP_720905.1,0.572538384723455,0.613568214263265,-0.368808397999889
NP_720906.1,0.174071165484831,0.2364341153888,-0.0335419558613302
NP_720907.1,0.215663975131388,0.276802085982656,0.0514008263083758
NP_720908.1,0.00675868889760625,0.0326115062817996,0.152551032491428
NP_720909.1,0.169383079683147,0.231718891829109,0.170682310068856
NP_720912.1,0.195434996208635,0.255456360906318,-0.212818168149914
NP_720913.1,0.0153407811547031,0.0509960773771933,-0.0415858161275091
NP_720914.1,0.0172777434815216,0.0543314205076965,0.118480943568443
NP_720915.1,0.0412138444861246,0.0920381110369305,0.0342510317702082
NP_720917.1,0.103661672622641,0.165839361192757,0.0555206841114669
NP_720918.1,0.117131628474024,0.180820220788506,0.0305899573669768
NP_720919.1,0.00377385408834357,0.0228884834645977,0.152565857684708
NP_720920.1,0.0711166991207352,0.130569459772746,0.199403949970951
NP_720921.1,0.0385543595596215,0.0882336336183394,0.0705733227890706
NP_720922.1,0.000375170367181342,0.00591918311195295,-0.00363637953023055
NP_720923.1,0.184122119212774,0.245537938419213,0.05306229110258
NP_720924.1,0.0836091431802601,0.144819019885172,0.0296931931846819
NP_720925.1,0.0244560957217718,0.0667263113077311,0.00201085483873054
NP_720926.1,0.0185391278627712,0.0565703294130354,0.0282070760677323
NP_720927.1,0.045760145070017,0.0986019663982967,0.0563181990347405
NP_720928.1,0.000689589065394517,0.00891350493801697,0.0304291981627421
NP_720929.1,0.0154982700499409,0.0511129815283403,0.114493516622819
NP_720931.1,0.286750009154261,0.343363855704888,-0.233137494532923
NP_720932.1,0.120056747631395,0.183650079292695,-0.193411263835352
NP_720933.1,0.0352394943361048,0.0829737613034007,-0.0108722469079868
NP_720934.1,0.0582970629471493,0.114971345803535,-0.0986486053171454
NP_720937.1,0.00947372301422237,0.0393199647984356,-1.14283583573917
NP_720938.1,0.15579173135586,0.220199135444538,-1.13487001712116
NP_720939.1,0.217845576463008,0.278381920607327,-0.863946204360767
NP_720940.1,1.01291573823671e-07,1.65358494267143e-05,0.225627709196047
NP_720941.1,0.0998867960816699,0.162004196714181,0.206267461525824
NP_720943.1,0.00181873157198353,0.0150998897052052,0.19172985770225
NP_720944.1,0.244608871177738,0.302518168331558,-0.972025925231011
NP_720945.1,0.243627372580083,0.301494644904854,-0.949166755677824
NP_720946.1,0.03241364314739,0.0794722489683817,-0.835127586349811
NP_720947.1,0.10033098934633,0.162436700933439,-0.802082634536464
NP_720948.1,0.00215430178572987,0.0163070085637526,0.11820061653606
NP_720951.1,0.000598735476017137,0.00814529720498314,0.261336611633159
NP_720952.1,0.0052261999585818,0.027896800323874,0.154682683392598
NP_720953.1,0.131490627436293,0.195195937693546,-0.137219478863946
NP_720954.1,0.0683315062949958,0.127123856440548,-0.0121050552327589
NP_720955.1,0.0957317761982708,0.157727964316579,0.0629106730392867
NP_720956.1,1.99143084024131e-05,0.000848089786094072,0.0921568919958886
NP_720957.1,0.00368519530711164,0.0226310269800367,0.0088119954359499
NP_720958.1,1.15635932059545e-05,0.000580848181806793,0.167571497536996
NP_720959.1,0.132147597260891,0.195735162426351,0.126399067624969
NP_720960.1,0.0124790599103776,0.0458595128126266,0.0989861281378023
NP_720961.1,0.00014223650791951,0.00318763101220349,0.0954048019107313
NP_720962.1,0.0337916167153128,0.0814240801295174,0.0837637991429568
NP_720964.1,0.0567352637385972,0.112608289426456,0.00213095935749252
NP_720966.1,0.378673656671872,0.428303518140992,-2.10170740179221
NP_720968.1,0.224793836496852,0.284791678504375,-0.665820554599433
NP_720969.1,0.355221282050282,0.407184605931247,-0.710588693419911
NP_720970.1,0.00745192430368111,0.0342440980429239,-0.812622327878146
NP_720971.1,0.255649550290075,0.313795406653043,-0.852500556541943
NP_720972.1,0.0628803721599286,0.120077990153101,-0.944833423909547
NP_720973.1,0.0106896195415198,0.0417150690873251,-0.907384840392597
NP_720974.1,0.0991024964670361,0.16129475273386,-0.95410561314716
NP_720975.1,0.22880408693672,0.287878745220959,-0.914007137828552
NP_720977.1,0.0422024655036049,0.0933122233877675,0.0868126806923115
NP_720978.1,0.135808021382761,0.199436217307968,-0.143109843388259
NP_720979.1,0.0412051639747509,0.0920381110369305,0.0828459144254459
NP_720980.1,5.26093331317736e-05,0.0015156129941933,0.103051270016984
NP_720981.1,0.0659099821762217,0.123897735126787,0.0350903435930283
NP_720982.1,0.00139276456781258,0.0131123579710231,0.213189861531353
NP_720983.1,5.60584193084695e-07,7.32122956168612e-05,0.227087077405538
NP_720984.1,0.0961753075292435,0.158192634298731,-0.0497519586523927
NP_720985.1,0.00726376101000375,0.033880256710946,0.127399411509378
NP_720986.1,0.0415855422262145,0.0923651669174084,0.0992590978909119
NP_720987.1,0.0866469718670901,0.147239214228452,0.13404153280625
NP_720988.1,0.0312654459579772,0.0780242148174234,0.111198152221279
NP_720989.1,0.181698785313197,0.243413087385019,0.153414706552342
NP_720990.1,0.153753234061436,0.218074257988712,0.193688289646641
NP_720991.1,0.000649183321183165,0.00865136140270627,0.0957248395024909
NP_720992.1,0.0757675730992961,0.136222462128128,0.19766466010001
NP_720993.1,0.0519151481181018,0.107167307864448,0.203333827443008
NP_720994.1,0.134912840153044,0.198568184718117,0.138864886842403
NP_720998.1,0.00155786610472989,0.0138045597886489,0.190367996408024
NP_720999.1,0.304129236141734,0.35847724043421,-0.247244590998529
NP_721002.1,0.000109757058988072,0.00272169719693206,0.0391271295624821
NP_721003.1,0.00139891925265126,0.0131123579710231,0.186795777542346
NP_721004.1,0.168457407681279,0.230936362244665,-0.0521119014705243
NP_721005.1,0.0829794082343351,0.144366483775366,-0.0228842686603895
