Gene,pvals,p_fdr,log2_fold_change
NP_720548.1,0.00674757901076182,0.00713742293848942,-0.982741814576033
NP_720549.1,4.41228374489255e-09,6.22742352755368e-09,-0.846735061944895
NP_720550.1,5.75276604408905e-07,7.01286165548876e-07,0.263428312080195
NP_720551.1,3.91612351908528e-16,1.27436644084519e-15,-0.0331161780037876
NP_720552.3,5.51334618460257e-17,2.02638746259595e-16,0.214250316659414
NP_720553.1,1.84398929207516e-10,3.00280550554883e-10,0.243636447250733
NP_720554.1,1.12329647453187e-08,1.53134154043698e-08,0.0148940853020214
NP_720555.1,3.11066675776913e-15,8.92210275032172e-15,0.0986140725894329
NP_720556.1,1.3818264638562e-20,8.96356967779569e-20,-0.0157951745492943
NP_720557.1,0.0106805165997475,0.011242951111717,-0.501392193457401
NP_720558.1,5.46006304469088e-05,6.1156452284445e-05,-0.785050748840088
NP_720559.1,3.73588662736082e-05,4.21578450633632e-05,-0.33827519722135
NP_720560.1,6.95226001107399e-10,1.06903275994458e-09,-0.280260742364345
NP_720561.1,8.16896260279521e-16,2.54015837125013e-15,-0.122920975757982
NP_720562.1,1.67491173543636e-08,2.25044724946491e-08,-0.153213951394136
NP_720563.1,1.05006932292618e-09,1.57631096062252e-09,0.287522408275929
NP_720564.1,3.05934674349751e-17,1.18210261745791e-16,0.246596449907867
NP_720565.1,1.63830152520031e-19,9.01526035917809e-19,0.279009202302838
NP_720566.1,1.17663894447201e-09,1.75554888973394e-09,0.283519918945544
NP_720569.1,8.83611714288969e-25,1.13881272913953e-23,0.24387175237927
NP_720573.3,3.22243016008958e-21,2.29554206676927e-20,0.203150642880836
NP_720574.1,4.59485802030885e-07,5.62934763088496e-07,-0.00844866460360799
NP_720575.1,8.06701621200003e-23,7.38471250434956e-22,0.415746994878174
NP_720576.1,1.04590725049991e-07,1.31933825095256e-07,-0.192386244658667
NP_720577.1,1.9098783995736e-11,3.46430720811545e-11,-0.0966399277304382
NP_720578.1,8.11459428779718e-08,1.03358193821812e-07,0.0199391586106759
NP_720579.1,3.08877058013595e-09,4.43289492050281e-09,0.0903132332692438
NP_720580.1,5.7138991433747e-07,6.96981844450252e-07,0.102444526064357
NP_720581.1,3.3035666149191e-09,4.71697303106889e-09,0.0856374604285838
NP_720583.1,0.0332740193561473,0.034709160766077,-0.940352142093775
NP_720584.1,0.0821035596624241,0.0850559880373817,-1.08513591110439
NP_720585.1,0.0356467099103243,0.0371446301671943,-2.20185453216743
NP_720588.1,0.000143341768011904,0.000157756473896247,-0.7299584570376
NP_720589.1,1.99548859378719e-05,2.27541452574453e-05,-0.969132238175
NP_720590.1,0.0183465895611389,0.0192197694921236,-0.853895925610697
NP_720591.1,2.1591464427785e-05,2.45916737290877e-05,-0.907391464099171
NP_720595.1,4.06999379482227e-08,5.29423495621304e-08,0.147995367047752
NP_720597.1,5.31883564396873e-06,6.21694452657204e-06,-0.107163958704839
NP_720598.1,4.1717535154558e-12,8.16430083594197e-12,-0.138134035521601
NP_720599.1,3.15927356536908e-13,6.96961364252031e-13,-0.138096815925612
NP_720600.1,7.20303358195393e-09,1.0021834365801e-08,-0.0508345648763944
NP_720601.1,0.00015563670609155,0.000171191637974927,-0.00113524091838506
NP_720602.1,1.09025604862446e-06,1.308708087779e-06,0.00801140647053964
NP_720603.1,5.32635367002356e-15,1.4654953426371e-14,0.0652893522819551
NP_720604.1,4.91786724128198e-05,5.52414101242626e-05,0.0796265691657267
NP_720605.1,1.24701154274904e-18,5.95828198108626e-18,-0.05163770378288
NP_720607.1,1.88221510533708e-19,1.01298334927345e-18,0.0322163004716948
NP_720610.1,3.93173554323226e-44,3.0809079716768e-42,0.39393635330015
NP_720611.1,2.18655593074271e-27,4.37088068196425e-26,0.312371256432378
NP_720612.1,3.08884953574138e-15,8.88554514026043e-15,0.263680484303833
NP_720613.1,1.75954920839032e-16,5.93280017080315e-16,0.243551361892203
NP_720614.1,9.62001956349601e-23,8.68461673958004e-22,0.255870684528267
NP_720617.1,1.4962104962316e-11,2.73932370291374e-11,-0.194242761101388
NP_720618.1,9.20338690614756e-05,0.000102149773082964,-0.152271209369041
NP_720619.1,0.000602662240115086,0.000649760775115825,-0.500576035181928
NP_720620.1,0.0169325924272686,0.0177479660594003,-1.97035833873683
NP_720621.1,0.156971005105469,0.161675183491911,-1.97570978488248
NP_720622.1,0.00525384634305763,0.00557545232180385,-2.11227645395145
NP_720623.1,0.0070064345637314,0.00740723438227189,-2.19936745256904
NP_720624.1,6.65626772095989e-05,7.42575652924853e-05,-0.564713523825003
NP_720625.1,1.988727893269e-07,2.46889603479973e-07,0.240903493713069
NP_720626.1,6.96505788676048e-27,1.28722154718526e-25,0.280651622966368
NP_720627.1,4.12714110774294e-16,1.34080753400803e-15,0.272462012387055
NP_720628.1,1.29544669241992e-10,2.13617851048033e-10,0.222473451343853
NP_720629.1,1.09212132726989e-16,3.81366431394244e-16,0.211515226978753
NP_720630.1,1.72174472407491e-10,2.81544066315755e-10,0.0291190888540413
NP_720631.1,4.13063143617575e-24,4.7045970834118e-23,0.0927090119342383
NP_720634.1,7.52154002059184e-10,1.15114819533902e-09,0.12481698510933
NP_720635.1,1.1778646622201e-16,4.09846691525608e-16,0.123774347727581
NP_720636.1,0.160417389100817,0.165138026930373,-2.08658752182218
NP_720637.1,0.188534831150692,0.193777405154358,-2.04952586196375
NP_720638.1,0.345609735763386,0.352813690651628,-2.09489957870456
NP_720639.1,1.49810826741476e-20,9.68578909526576e-20,0.11221047222541
NP_720640.1,1.56777311829398e-23,1.64238905814861e-22,0.144418232167016
NP_720641.1,2.3920760745134e-11,4.29127933147597e-11,-0.348162247147425
NP_720642.1,1.61380648397111e-10,2.64335025259148e-10,-0.00753897312082211
NP_720644.1,0.546706817004672,0.552916187151344,-2.0695640893179
NP_720645.1,0.176606452832214,0.181708004778523,-2.48897934087273
NP_720646.1,8.11597445020024e-05,9.02850309366398e-05,-0.510629952764583
NP_720647.1,1.6470903766827e-13,3.7694509905624e-13,-0.0312399156354012
NP_720648.1,2.81280922102223e-06,3.32145464977851e-06,-0.61980483589417
NP_720649.1,7.8619127188693e-07,9.52472913807356e-07,-0.496113898858659
NP_720650.1,1.08800445690633e-22,9.73242342958673e-22,0.115987143504416
NP_720651.1,0.446330997504206,0.453507481385238,-1.44166583879368
NP_720652.1,0.372459228413859,0.379629359241806,-1.72846640149235
NP_720653.1,0.89051913223128,0.894629220533886,-1.55174360042056
NP_720654.1,0.288873949309955,0.295511261983395,-1.72173135297832
NP_720655.1,9.3786303494176e-06,1.08585915215775e-05,-0.785521897972846
NP_720658.1,3.16674777677342e-07,3.90167226081706e-07,0.036988127623256
NP_720684.1,9.36091355198943e-14,2.20674243662422e-13,-0.127101780039204
NP_720685.1,8.6263989046278e-10,1.31102524857765e-09,-0.0907499788975268
NP_720694.1,1.43949436496116e-34,6.40902150217935e-33,0.093173424152181
NP_720695.1,3.10771626262444e-09,4.45682002817078e-09,0.198963014010207
NP_720696.1,6.54098854970195e-15,1.77476406770999e-14,0.204472076024622
NP_720697.1,9.97750933741355e-11,1.67488781422392e-10,0.242239026677271
NP_720698.1,2.33600048471921e-15,6.86090697086197e-15,0.274517241950646
NP_720699.1,1.86539680661581e-17,7.39739340923151e-17,0.146932289025166
NP_720700.1,1.44859277038911e-05,1.66244477867151e-05,0.122212977039002
NP_720707.1,2.67519038800069e-17,1.03776197427591e-16,0.132764790584489
NP_720708.1,5.67947327971078e-12,1.09401063470535e-11,0.125395206630466
NP_720709.1,7.61346720421346e-09,1.05778597539391e-08,0.0276503121150474
NP_720710.1,0.000135353240691113,0.000149132170142795,0.0237807696798107
NP_720711.1,8.88280645225982e-13,1.87515278448028e-12,0.16598511211908
NP_720712.1,3.29984491845702e-09,4.71509569311255e-09,0.19204203636969
NP_720713.1,3.26843420621071e-09,4.67703623810576e-09,0.191851101048682
NP_720714.1,6.54350236706323e-27,1.22083058448351e-25,0.146390754326589
NP_720715.1,9.41869298929614e-11,1.58788464423676e-10,0.183862070493638
NP_720716.1,8.19606028674135e-08,1.04328018854622e-07,-0.216366522195238
NP_720718.1,2.54910454237346e-11,4.56045278402704e-11,0.190892598688208
NP_720719.1,2.9573298995523e-10,4.73704764777021e-10,0.164570278265407
NP_720720.1,8.00227921844979e-10,1.22281318166483e-09,0.135851671839715
NP_720721.1,1.59265047518492e-16,5.44503015861652e-16,0.199008654547005
NP_720722.1,5.41786492646893e-10,8.4637937726895e-10,0.200892312260042
NP_720723.1,7.48184161277863e-08,9.53606227679462e-08,-0.150639298108374
NP_720725.1,1.80562237918541e-08,2.41612994591818e-08,-0.418312608722885
NP_720726.1,1.94853456557594e-10,3.16253456003585e-10,-0.534757165230908
NP_720727.1,2.46114400995722e-08,3.2598925730265e-08,-0.517087925720473
NP_720728.1,1.37509767235047e-14,3.61037785861187e-14,-0.170961336904023
NP_720730.1,5.70650985730728e-10,8.89343899002782e-10,0.178045290001432
NP_720731.1,1.51708544535673e-19,8.44309769163019e-19,0.383723421352264
NP_720732.1,1.35270250642423e-11,2.49523936919497e-11,0.311484438492819
NP_720733.1,3.44589422738087e-11,6.08153764994515e-11,0.258732824463149
NP_720734.1,1.0180302911585e-09,1.53173682056797e-09,0.344715141182171
NP_720735.1,2.25887756042179e-16,7.5385709384434e-16,0.316337558882508
NP_720736.1,1.28555571191275e-09,1.9064372745171e-09,0.358629219381898
NP_720738.1,4.13069282878668e-21,2.89000973271182e-20,0.326108482012179
NP_720739.1,2.06475229827208e-14,5.26673144832682e-14,0.340337964332619
NP_720740.1,3.34323764009559e-24,3.87538611653684e-23,0.359698979707677
NP_720741.1,2.75058518211689e-21,1.98833814456346e-20,0.232215309153592
NP_720742.1,2.17183940650958e-22,1.84183263954644e-21,0.24743902070699
NP_720743.1,4.2475069907659e-19,2.2012873531509e-18,0.117701118777778
NP_720744.1,3.10538884515698e-23,3.10958793514206e-22,0.30186327745844
NP_720745.1,1.56634988784708e-08,2.11327784455401e-08,0.198711398237122
NP_720746.1,1.01605064153299e-14,2.69707751593918e-14,0.250447894797079
NP_720747.1,1.00786176572971e-07,1.27216572104671e-07,-0.171284244295435
NP_720748.1,3.0964821824285e-15,8.89444075568539e-15,-0.0392551807218934
NP_720749.1,3.2574599770027e-08,4.25992262680126e-08,0.20812736619978
NP_720750.1,2.55517839104052e-11,4.56714823727042e-11,-0.272558338259843
NP_720751.1,1.34935501537834e-12,2.77666646546866e-12,-0.236744690211233
NP_720752.1,5.9983677158942e-10,9.30388151657699e-10,-0.392045589106412
NP_720753.1,2.06016039611866e-12,4.14874287254873e-12,-0.0642550711802811
NP_720754.1,1.09442613764017e-10,1.82933515668695e-10,-0.0657369133700145
NP_720755.1,0.000132166335106123,0.000145702785859817,0.0553396246386905
NP_720756.1,1.9659934528993e-14,5.02135746314176e-14,0.144407027097428
NP_720758.1,5.09901663174976e-16,1.63218522575127e-15,-0.346976636888252
NP_720759.1,1.89897094713512e-22,1.61742786323378e-21,-0.247404531001507
NP_720760.1,0.000358028023016251,0.000388789854262105,-0.608052107850565
NP_720761.1,1.22112878641921e-18,5.848878466003e-18,0.0224233272363722
NP_720762.1,1.44417241325533e-24,1.81354728049179e-23,0.096139634035825
NP_720763.1,9.23752083063408e-26,1.41377369587595e-24,-0.037178114111605
NP_720764.1,5.43443764175623e-12,1.05094406122413e-11,0.047396087410206
NP_720765.1,3.0854487437439e-14,7.74922319101834e-14,-0.287775828126284
NP_720766.1,1.21078670771439e-10,2.00670994958755e-10,-0.357075478402814
NP_720767.1,1.02952566509235e-06,1.23732563062326e-06,-0.378639360237511
NP_720768.1,1.2498175761601e-09,1.85624915215894e-09,-0.415912105658649
NP_720769.1,3.53383608511622e-14,8.79642298696654e-14,-0.206659415764455
NP_720770.1,4.5387397422341e-06,5.3241863203812e-06,-0.42842473803939
NP_720771.1,0.000246523014345105,0.00026919653573136,-0.283879854646963
NP_720772.1,1.31936455544911e-25,1.92883221203344e-24,0.146606533233463
NP_720773.1,8.98565139986003e-10,1.36245287092305e-09,0.099339868981341
NP_720774.1,3.65243031766338e-13,7.98561494676625e-13,-0.0917297973221698
NP_720775.1,1.57663298045488e-14,4.06933334481042e-14,-0.12930461022319
NP_720778.1,0.601496087787196,0.607387028853154,-2.20202569068474
NP_720779.1,0.323707503454409,0.330799686628684,-1.97136380739669
NP_720780.1,0.46110248710366,0.468030970070502,-1.86438914423415
NP_720781.1,2.71564181038393e-05,3.08223772105569e-05,-0.794902461665556
NP_720782.1,0.00107011617405331,0.00114743162833631,-0.851939745075293
NP_720783.1,4.97911463970763e-08,6.44685101069877e-08,0.00131423472145858
NP_720784.1,1.72669881885355e-19,9.39611940592808e-19,-0.00433486963905117
NP_720785.1,3.85698973243208e-19,2.00953268240278e-18,-0.00212534589401904
NP_720786.1,6.11551831440065e-12,1.16880979296691e-11,0.296334126509918
NP_720787.1,6.51313311726326e-37,3.44843993965371e-35,0.42529774948664
NP_720788.1,1.34139516125016e-12,2.76318940156578e-12,0.152969546199513
NP_720789.1,3.17848650286845e-11,5.61465740227168e-11,0.26998286491015
NP_720790.1,1.15236660606267e-14,3.04243420657246e-14,0.356404065864418
NP_720791.1,3.88985114589314e-12,7.6278462410457e-12,0.39060946560697
NP_720792.1,5.55634170387625e-26,8.77812370797869e-25,0.206244023453841
NP_720793.1,2.87487823927567e-05,3.25919355945661e-05,0.189155570268083
NP_720794.1,1.33984312142214e-20,8.72010855437203e-20,-0.15757194116033
NP_720795.1,6.64045280665653e-13,1.41706394861004e-12,-0.208637176766732
NP_720796.1,1.42171053184545e-10,2.33456071406977e-10,-0.306323814692329
NP_720797.1,1.25052537769814e-13,2.90602516596757e-13,-0.249766158966331
NP_720799.1,7.87833528728023e-14,1.87301684803179e-13,-0.118022050875004
NP_720800.1,4.6077828699284e-10,7.2561468184805e-10,-0.0360270203212756
NP_720801.1,1.28054881976307e-16,4.44786371970897e-16,-0.240288658519393
NP_720802.1,3.20547800023603e-07,3.94690848677711e-07,-0.216528259244765
NP_720803.1,3.42752192486815e-05,3.87226957947906e-05,-0.735666850518695
NP_720804.1,8.00754260423694e-05,8.91294088732964e-05,-2.76347528440427
NP_720805.1,6.09506215592085e-05,6.81519792434301e-05,-2.74255791380779
NP_720806.1,0.000566991989889878,0.000611976478343951,-2.84791864287963
NP_720807.1,0.00754180177080572,0.00796033926131918,-2.7960081576014
NP_720808.1,0.0165320621205002,0.0173374248897537,-1.10899884057607
NP_720809.1,8.46103825035291e-20,4.84654208550917e-19,0.0844601565187845
NP_720810.1,2.90839009954631e-19,1.53159575403527e-18,0.102820879400215
NP_720811.1,1.58947285240915e-10,2.60567139570671e-10,0.0968748156754786
NP_720812.1,6.05444161082536e-15,1.64502789398154e-14,0.262513193510605
NP_720813.1,1.43266126096027e-27,2.95429832654859e-26,0.336032263840148
NP_720814.1,2.48691963282963e-15,7.27145606076604e-15,-0.0990667158650739
NP_720815.1,1.65465222735817e-19,9.0797302896209e-19,0.271840386608292
NP_720816.1,5.70833262560762e-12,1.09848954946614e-11,0.379921459337123
NP_720817.1,2.17470310861701e-10,3.51795490485609e-10,0.364681898510463
NP_720818.1,1.76607543466899e-19,9.55729772518383e-19,0.33534758931147
NP_720819.1,3.43789994503307e-27,6.53868542943669e-26,0.438102413855717
NP_720822.1,6.48099673605125e-08,8.30907893057879e-08,-0.569838010685094
NP_720823.1,3.58303228945917e-10,5.68813634931159e-10,-0.481122239946474
NP_720824.1,5.54080340892117e-12,1.06940235251986e-11,-0.407881315268007
NP_720825.1,4.07414702233898e-11,7.15807535135611e-11,-0.422298806505323
NP_720826.1,3.41684019513547e-12,6.72722607263356e-12,-0.15732613746668
NP_720827.1,1.07776736573577e-15,3.28870135432456e-15,-0.158108885311172
NP_720828.1,3.3556154443334e-13,7.3695635150775e-13,-0.229478987098226
NP_720829.1,6.83878540712983e-08,8.76205403045608e-08,-0.400965971279861
NP_720830.1,1.24568614367249e-11,2.31298792680042e-11,-0.391501271260091
NP_720834.1,7.23478834948654e-14,1.73263452037214e-13,-0.10360509834647
NP_720835.1,5.68801698969556e-10,8.87167618058408e-10,0.0630276451959127
NP_720836.1,1.32850857437849e-16,4.60628017204861e-16,0.0512087220198152
NP_720837.1,1.97623137683046e-11,3.57803813975128e-11,0.0770188684382845
NP_720838.1,3.75247468593195e-21,2.63480211818663e-20,0.0449956528601729
NP_720839.1,1.97855620618258e-16,6.63400864257596e-16,0.0732409477575543
NP_720840.1,1.01291624416738e-08,1.38779921120907e-08,-0.213892342917551
NP_720843.1,9.75662940339338e-27,1.75350798176584e-25,0.216885035838559
NP_720846.1,4.39558544591658e-11,7.68834990049159e-11,0.538808780912247
NP_720847.1,1.51736421951061e-17,6.06636021636997e-17,-0.38052614159882
NP_720848.1,3.29023718944397e-09,4.70479901760638e-09,-0.463606675827724
NP_720851.1,2.43416284526427e-13,5.4311218836819e-13,-0.188519628432505
NP_720855.1,4.75469947917917e-15,1.31374559657433e-14,-0.19352868141193
NP_720856.1,6.03996687316343e-09,8.43958281350011e-09,0.0995383910848035
NP_720857.1,5.21612847949686e-26,8.30763877344256e-25,0.128390092674549
NP_720858.1,1.06003106152747e-07,1.33629398296803e-07,0.123306662657363
NP_720861.1,1.25033043981393e-15,3.77993415369675e-15,0.0375892114429458
NP_720862.1,1.23103031868404e-22,1.09033728299685e-21,-0.0337101776210144
NP_720863.1,9.58317225249492e-14,2.25642240897086e-13,0.0695606310230268
NP_720864.1,4.42046203770155e-19,2.28487734349798e-18,0.0908829464391062
NP_720865.1,1.44682803585217e-25,2.06885848338278e-24,0.0767579074391024
NP_720866.1,2.92188986115841e-07,3.61134526057371e-07,0.120235076308462
NP_720867.1,9.69517244847475e-11,1.63028693790232e-10,0.120096828076261
NP_720868.1,6.94825582978846e-19,3.45472923110548e-18,0.152387333828385
NP_720869.1,1.008389067465e-19,5.7258961830839e-19,0.114076019230499
NP_720870.1,7.04240458362016e-23,6.4770284409915e-22,0.104747230756316
NP_720871.1,0.00141598163436314,0.00151249074248494,-2.34760920616402
NP_720872.1,1.2225308276539e-11,2.27439495856979e-11,-0.115240606765549
NP_720873.1,0.000463909861539645,0.000502654545772215,-0.151815991430054
NP_720874.1,1.72638972380763e-13,3.94172199177057e-13,-0.159507249150488
NP_720875.1,2.37915064533456e-24,2.85935957927019e-23,-0.0674799987830369
NP_720877.1,1.29473302912676e-10,2.13617851048033e-10,-0.0728706616304013
NP_720878.1,2.0471279527952e-11,3.69956057151826e-11,-0.0274413161574855
NP_720879.1,1.16865900648636e-20,7.65686619968822e-20,0.0325478938187487
NP_720880.1,4.10300132392095e-30,1.18202641081781e-28,-0.000255560772556729
NP_720881.1,3.20105000936466e-17,1.22717357501866e-16,0.352407889019085
NP_720884.1,4.42731031092103e-11,7.73693211337582e-11,-0.591016736504387
NP_720885.1,1.69335484426414e-16,5.73924245659767e-16,0.173633724419803
NP_720886.1,3.84052626831668e-15,1.08097571259086e-14,0.0555609313830806
NP_720887.1,8.29601095721445e-17,2.95488826639693e-16,0.134393161149664
NP_720888.1,4.51399722159147e-15,1.25788343628701e-14,0.142015336856308
NP_720889.1,1.57427661210081e-22,1.37067017026911e-21,0.186398184836263
NP_720890.1,1.79889569569396e-05,2.05363442183244e-05,0.29349133315846
NP_720891.1,2.72387965578614e-13,6.04997760281752e-13,0.219412108987231
NP_720892.1,5.50812999669865e-29,1.34880333294158e-27,0.264742713035578
NP_720893.1,4.9517853045991e-09,6.96378134365372e-09,-0.0519951196192202
NP_720894.1,1.31906287038605e-14,3.46851565514936e-14,-0.00458931706881472
NP_720895.1,9.76754536060181e-16,2.99915695320046e-15,-0.130919281339921
NP_720896.1,1.01304383462429e-08,1.38779921120907e-08,-0.00990665903399031
NP_720897.1,2.97324256560763e-15,8.60351873858988e-15,-0.0928006086060713
NP_720898.1,2.54612698743133e-06,3.01199442534902e-06,-0.00265624294462726
NP_720899.1,1.0710980794264e-17,4.371419036659e-17,-0.0175995336667779
NP_720900.1,7.23459333689705e-10,1.10896465938821e-09,-0.0532001484579026
NP_720901.1,1.84830009906675e-24,2.24895645594519e-23,-0.00373756017472157
NP_720902.1,4.17193641358276e-18,1.82022793634936e-17,-0.239368109905832
NP_720903.1,9.01369926730271e-20,5.1330921118157e-19,-0.199014456590385
NP_720904.1,1.12776883152189e-10,1.87546616379574e-10,-0.14753731112118
NP_720905.1,5.58717358520325e-12,1.0772906548635e-11,-0.248826876883359
NP_720906.1,9.31619609815835e-08,1.18049341243805e-07,0.0174112433833151
NP_720907.1,9.59096806772651e-15,2.54934958543775e-14,0.16760246204217
NP_720908.1,3.68733263143136e-12,7.24522028583153e-12,0.237608984294339
NP_720909.1,2.22765968157551e-19,1.18909681640502e-18,0.306416516837026
NP_720912.1,1.54267366138235e-06,1.84386681064553e-06,-0.695049154056806
NP_720913.1,2.08671516241161e-23,2.11806994982609e-22,0.00172299224307839
NP_720914.1,4.03941241654963e-10,6.38162010001672e-10,-0.0208885810834209
NP_720915.1,1.32250333055409e-05,1.52130594512946e-05,-0.0228591015322345
NP_720917.1,2.9161227890547e-20,1.79644168042709e-19,0.233547936260217
NP_720918.1,3.34438628717699e-05,3.78052668008063e-05,0.11453376630316
NP_720919.1,1.54785642078329e-15,4.6506913010958e-15,0.140344115011236
NP_720920.1,2.23371938054718e-09,3.25100762740856e-09,0.0497554618942534
NP_720921.1,2.00902839305574e-23,2.04983678228969e-22,0.0287844459038959
NP_720922.1,7.66067581079865e-20,4.46644759326029e-19,-0.0319412769104365
NP_720923.1,2.63720720172429e-08,3.48274045449262e-08,0.000239445934733279
NP_720924.1,3.81549039971738e-18,1.6834562371726e-17,0.0589787413267244
NP_720925.1,4.68393259403799e-11,8.16354444103241e-11,0.00660900738962003
NP_720926.1,1.29330784635507e-09,1.9150340672786e-09,0.0179247214735775
NP_720927.1,7.08552363458512e-18,2.94703626330196e-17,0.131560461506685
NP_720928.1,2.25470704439729e-20,1.41569586537638e-19,0.0858764576954893
NP_720929.1,1.70111485052211e-18,7.87821274745346e-18,0.128594336130464
NP_720931.1,5.56181583355359e-15,1.52385975075965e-14,-0.151389453799894
NP_720932.1,1.44385506281123e-16,4.97977476768874e-16,-0.300001577119072
NP_720933.1,7.61634951893463e-15,2.04950943785617e-14,-0.0643650003338468
NP_720934.1,6.59455481948214e-14,1.59293870423743e-13,-0.110885021676228
NP_720937.1,2.22301138722885e-37,1.24425123073752e-35,-8.77857044473404
NP_720938.1,2.89801299249159e-89,9.46201242048503e-87,-8.63491676350511
NP_720939.1,0.279431486001308,0.286150695805835,-2.19331925106842
NP_720940.1,1.33318531071478e-31,4.58194740998292e-30,0.466790204820301
NP_720941.1,1.42578538306003e-07,1.78473710250134e-07,0.514839934874062
NP_720943.1,1.05128754976227e-17,4.30719980068157e-17,0.114030241299819
NP_720944.1,5.74051129641283e-17,2.10199282797621e-16,-3.67683388145158
NP_720945.1,4.47360980706641e-15,1.24840478804033e-14,-3.43343764932024
NP_720946.1,2.72817489926879e-07,3.3804520099099e-07,-0.418009876556649
NP_720947.1,0.00708996899733519,0.00749150445834932,-1.0022479956293
NP_720948.1,1.57413247967104e-14,4.06823948242159e-14,0.00940534385548924
NP_720951.1,1.48010606326399e-18,6.95330402382291e-18,0.347770941410982
